Drug,Medium,Donor,run,Day,phylum,relative_abundance,relative_abundance_log10
acarbose,MGAM,MB003,run1,day 4,p__Proteobacteria,0.23917350693461648,-0.6212851126754526
acarbose,MGAM,MB003,run1,day 4,p__Spirochaetes,0,-6
acarbose,MGAM,MB003,run1,day 4,p__Synergistetes,0,-6
acarbose,MGAM,MB003,run1,day 4,p__Tenericutes,0,-6
acarbose,MGAM,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
acarbose,MGAM,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
acarbose,MGAM,MB003,run1,day 4,p__Thermotogae,0,-6
acarbose,MGAM,MB003,run1,day 4,p__Verrucomicrobia,0,-6
acarbose,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
acarbose,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
acarbose,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
acarbose,MGAM,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
acarbose,MGAM,MB005,run1,day 4,p__Acidobacteria,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Actinobacteria,0.01208313194780087,-1.9177845412695813
acarbose,MGAM,MB005,run1,day 4,p__Aquificae,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Bacteroidetes,0.3840959132162612,-0.4155591830158479
acarbose,MGAM,MB005,run1,day 4,p__Balneolaeota,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Caldiserica,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Calditrichaeota,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Chlamydiae,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Chlorobi,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Chloroflexi,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Chrysiogenetes,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Crenarchaeota,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Cyanobacteria,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Deferribacteres,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Dictyoglomi,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Elusimicrobia,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Euryarchaeota,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Fibrobacteres,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Firmicutes,0.44694162504699,-0.34974822457452204
acarbose,MGAM,MB005,run1,day 4,p__Fusobacteria,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Gemmatimonadetes,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Ignavibacteriae,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Lentisphaerae,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Nitrospirae,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Planctomycetes,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Proteobacteria,0.11534020729284142,-0.9380155070791445
acarbose,MGAM,MB005,run1,day 4,p__Spirochaetes,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Synergistetes,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Tenericutes,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Thermobaculum[phylum],0,-6
acarbose,MGAM,MB005,run1,day 4,p__Thermodesulfobacteria,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Thermotogae,0,-6
acarbose,MGAM,MB005,run1,day 4,p__Verrucomicrobia,0,-6
acarbose,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
acarbose,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
acarbose,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
acarbose,MGAM,MB005,run1,day 4,p__phototrophic bacterium[phylum],0,-6
acarbose,MGAM,MB006,run3,day 4,p__Acidobacteria,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Actinobacteria,0.10851745656940462,-0.9644963917272267
acarbose,MGAM,MB006,run3,day 4,p__Aquificae,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Bacteroidetes,0.31544386349581155,-0.501076539976455
acarbose,MGAM,MB006,run3,day 4,p__Balneolaeota,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Caldiserica,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Calditrichaeota,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Chlamydiae,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Chlorobi,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Chloroflexi,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Chrysiogenetes,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Crenarchaeota,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Cyanobacteria,1.1244167088322932e-5,-4.912070752495031
acarbose,MGAM,MB006,run3,day 4,p__Deferribacteres,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Deinococcus-Thermus,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Dictyoglomi,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Elusimicrobia,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Euryarchaeota,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Fibrobacteres,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Firmicutes,0.346275369651993,-0.46057714425735724
acarbose,MGAM,MB006,run3,day 4,p__Fusobacteria,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Gemmatimonadetes,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Ignavibacteriae,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Lentisphaerae,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Nitrospirae,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Planctomycetes,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Proteobacteria,0.225940293472761,-0.6460043893165753
acarbose,MGAM,MB006,run3,day 4,p__Spirochaetes,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Synergistetes,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Tenericutes,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Thermobaculum[phylum],0,-6
acarbose,MGAM,MB006,run3,day 4,p__Thermodesulfobacteria,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Thermotogae,0,-6
acarbose,MGAM,MB006,run3,day 4,p__Verrucomicrobia,0,-6
acarbose,MGAM,MB006,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
acarbose,MGAM,MB006,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
acarbose,MGAM,MB006,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
acarbose,MGAM,MB006,run3,day 4,p__phototrophic bacterium[phylum],0,-6
acarbose,MGAM,MB007,run3,day 4,p__Acidobacteria,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Actinobacteria,0.0431709688343183,-1.3647981451268505
acarbose,MGAM,MB007,run3,day 4,p__Aquificae,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Bacteroidetes,0.1827774925444873,-0.738074908814318
acarbose,MGAM,MB007,run3,day 4,p__Balneolaeota,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Caldiserica,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Calditrichaeota,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Chlamydiae,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Chlorobi,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Chloroflexi,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Chrysiogenetes,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Crenarchaeota,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Cyanobacteria,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Deferribacteres,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Deinococcus-Thermus,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Dictyoglomi,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Elusimicrobia,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Euryarchaeota,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Fibrobacteres,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Firmicutes,0.4955266923740756,-0.30493207012079804
acarbose,MGAM,MB007,run3,day 4,p__Fusobacteria,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Gemmatimonadetes,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Ignavibacteriae,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Lentisphaerae,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Nitrospirae,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Planctomycetes,1.0923828146335603e-5,-4.923584291917836
acarbose,MGAM,MB007,run3,day 4,p__Proteobacteria,0.2714243579520007,-0.56634958075817865
acarbose,MGAM,MB007,run3,day 4,p__Spirochaetes,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Synergistetes,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Tenericutes,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Thermobaculum[phylum],0,-6
acarbose,MGAM,MB007,run3,day 4,p__Thermodesulfobacteria,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Thermotogae,0,-6
acarbose,MGAM,MB007,run3,day 4,p__Verrucomicrobia,0,-6
acarbose,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
acarbose,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
acarbose,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
acarbose,MGAM,MB007,run3,day 4,p__phototrophic bacterium[phylum],0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Acidobacteria,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Actinobacteria,0.0016614844176497117,-2.779242416617616
albumin (high),MGAM,MB001,run1,day 4,p__Aquificae,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Bacteroidetes,0.4247228881346277,-0.37189331190007763
albumin (high),MGAM,MB001,run1,day 4,p__Balneolaeota,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Caldiserica,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Calditrichaeota,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Chlamydiae,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Chlorobi,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Chloroflexi,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Chrysiogenetes,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Crenarchaeota,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Cyanobacteria,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Deferribacteres,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Dictyoglomi,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Elusimicrobia,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Euryarchaeota,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Fibrobacteres,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Firmicutes,0.4488856186655907,-0.3478633407474077
albumin (high),MGAM,MB001,run1,day 4,p__Fusobacteria,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Ignavibacteriae,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Lentisphaerae,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Nitrospirae,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Planctomycetes,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Proteobacteria,0.1092782036979896,-0.9614624782931159
albumin (high),MGAM,MB001,run1,day 4,p__Spirochaetes,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Synergistetes,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Tenericutes,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Thermotogae,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__Verrucomicrobia,0,-6
albumin (high),MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
albumin (high),MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
albumin (high),MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
albumin (high),MGAM,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Acidobacteria,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Actinobacteria,0.006617934602773517,-2.1792119098613205
albumin (high),MGAM,MB002,run1,day 4,p__Aquificae,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Bacteroidetes,0.32718166230484613,-0.48520971803504376
albumin (high),MGAM,MB002,run1,day 4,p__Balneolaeota,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Caldiserica,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Calditrichaeota,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Chlamydiae,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Chlorobi,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Chloroflexi,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Chrysiogenetes,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Crenarchaeota,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Cyanobacteria,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Deferribacteres,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Dictyoglomi,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Elusimicrobia,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Euryarchaeota,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Fibrobacteres,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Firmicutes,0.39867039677526095,-0.39938492227159816
albumin (high),MGAM,MB002,run1,day 4,p__Fusobacteria,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Ignavibacteriae,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Lentisphaerae,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Nitrospirae,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Planctomycetes,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Proteobacteria,0.23013867581144903,-0.6380085030150113
albumin (high),MGAM,MB002,run1,day 4,p__Spirochaetes,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Synergistetes,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Tenericutes,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Thermotogae,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__Verrucomicrobia,0,-6
albumin (high),MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
albumin (high),MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
albumin (high),MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
albumin (high),MGAM,MB002,run1,day 4,p__phototrophic bacterium[phylum],0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Acidobacteria,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Actinobacteria,0.004633730834752981,-2.333975482744052
albumin (high),MGAM,MB003,run1,day 4,p__Aquificae,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Bacteroidetes,0.38858603066439523,-0.4105116983447807
albumin (high),MGAM,MB003,run1,day 4,p__Balneolaeota,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Caldiserica,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Calditrichaeota,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Chlamydiae,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Chlorobi,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Chloroflexi,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Chrysiogenetes,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Crenarchaeota,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Cyanobacteria,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Deferribacteres,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Deinococcus-Thermus,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Dictyoglomi,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Elusimicrobia,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Euryarchaeota,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Fibrobacteres,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Firmicutes,0.35293015332197614,-0.45231000466447424
albumin (high),MGAM,MB003,run1,day 4,p__Fusobacteria,0.005161839863713799,-2.2871113452963763
albumin (high),MGAM,MB003,run1,day 4,p__Gemmatimonadetes,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Ignavibacteriae,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Lentisphaerae,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Nitrospirae,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Planctomycetes,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Proteobacteria,0.23706984667802386,-0.6251218492496485
albumin (high),MGAM,MB003,run1,day 4,p__Spirochaetes,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Synergistetes,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Tenericutes,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Thermotogae,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__Verrucomicrobia,0,-6
albumin (high),MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
albumin (high),MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
albumin (high),MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
albumin (high),MGAM,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Acidobacteria,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Actinobacteria,0.0011431089809803192,-2.9415326052771427
albumin (high),MGAM,MB005,run1,day 4,p__Aquificae,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Bacteroidetes,0.3683703122202482,-0.4337141988594624
albumin (high),MGAM,MB005,run1,day 4,p__Balneolaeota,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Caldiserica,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Calditrichaeota,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Chlamydiae,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Chlorobi,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Chloroflexi,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Chrysiogenetes,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Crenarchaeota,1.3772397361208666e-5,-4.830549018821003
albumin (high),MGAM,MB005,run1,day 4,p__Cyanobacteria,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Deferribacteres,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Dictyoglomi,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Elusimicrobia,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Euryarchaeota,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Fibrobacteres,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Firmicutes,0.465644754782465,-0.3319443520840284
albumin (high),MGAM,MB005,run1,day 4,p__Fusobacteria,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Gemmatimonadetes,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Ignavibacteriae,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Lentisphaerae,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Nitrospirae,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Planctomycetes,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Proteobacteria,0.14674489388367834,-0.8334340419618415
albumin (high),MGAM,MB005,run1,day 4,p__Spirochaetes,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Synergistetes,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Tenericutes,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Thermobaculum[phylum],0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Thermodesulfobacteria,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Thermotogae,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__Verrucomicrobia,0,-6
albumin (high),MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
albumin (high),MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
albumin (high),MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4483[phylum],2.7544794722417333e-5,-4.544473075839711
albumin (high),MGAM,MB005,run1,day 4,p__phototrophic bacterium[phylum],0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Acidobacteria,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Actinobacteria,0.005521942455547042,-2.257829481738948
albumin (low),MGAM,MB001,run1,day 4,p__Aquificae,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Bacteroidetes,0.49274749663135087,-0.3073746920727802
albumin (low),MGAM,MB001,run1,day 4,p__Balneolaeota,2.6420777299268145e-5,-4.561920238386833
albumin (low),MGAM,MB001,run1,day 4,p__Caldiserica,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Calditrichaeota,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Chlamydiae,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Chlorobi,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Chloroflexi,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Chrysiogenetes,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Crenarchaeota,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Cyanobacteria,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Deferribacteres,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Dictyoglomi,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Elusimicrobia,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Euryarchaeota,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Fibrobacteres,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Firmicutes,0.3983460593410658,-0.3997383845148874
albumin (low),MGAM,MB001,run1,day 4,p__Fusobacteria,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Ignavibacteriae,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Lentisphaerae,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Nitrospirae,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Planctomycetes,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Proteobacteria,0.08232714206451953,-1.084451685392944
albumin (low),MGAM,MB001,run1,day 4,p__Spirochaetes,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Synergistetes,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Tenericutes,2.6420777299268145e-5,-4.561920238386833
albumin (low),MGAM,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Thermotogae,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__Verrucomicrobia,0,-6
albumin (low),MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
albumin (low),MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
albumin (low),MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
albumin (low),MGAM,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Acidobacteria,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Actinobacteria,0.009266341119021004,-2.033044850858036
albumin (low),MGAM,MB002,run1,day 4,p__Aquificae,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Bacteroidetes,0.34176619403424136,-0.46626962720241305
albumin (low),MGAM,MB002,run1,day 4,p__Balneolaeota,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Caldiserica,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Calditrichaeota,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Chlamydiae,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Chlorobi,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Chloroflexi,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Chrysiogenetes,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Crenarchaeota,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Cyanobacteria,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Deferribacteres,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Dictyoglomi,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Elusimicrobia,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Euryarchaeota,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Fibrobacteres,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Firmicutes,0.38633288227334234,-0.413037201668627
albumin (low),MGAM,MB002,run1,day 4,p__Fusobacteria,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Ignavibacteriae,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Lentisphaerae,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Nitrospirae,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Planctomycetes,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Proteobacteria,0.22930517150085308,-0.6395842565971549
albumin (low),MGAM,MB002,run1,day 4,p__Spirochaetes,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Synergistetes,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Tenericutes,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
albumin (low),MGAM,MB002,run1,day 4,p__Thermotogae,0,-6
